Title,Album,Artist,Genre,Year,Link,Date Added,Discovery Source,Notes,Known Issues
LazersX999 (Grum Remix),LazersX999,Hi-Lo & Chocolate Puma,Electro House,2019-06-28,https://www.youtube.com/watch?v=S0rQ4Ug2HgI,2022-10-07,Heldeep Radio #303,,
Wanna Go Dancin',Freaks,Fisher,Tech House,2020-03-31,https://www.youtube.com/watch?v=BLK_5LJW6kc,2022-10-07,Heldeep Radio #303,,
Spirit of House,Spirit of House,ATFC & Gene Farris,House,2020-02-28,https://www.youtube.com/watch?v=hyli1acWS74,2022-10-07,Heldeep Radio #303,,
The Movement ,The Movement ,Matroda,Bass House,2020-05-15,https://www.youtube.com/watch?v=-TInVLihFSQ,2022-10-07,Heldeep Radio #303,,
Breaking Me (Riton Remix),Breaking Me,Topic & A7S,Dance,2020-03-27,https://www.youtube.com/watch?v=v429VX2lOCE,2022-10-07,Heldeep Radio #303,,
If It's Love ft. Laura Davie & Melody Men,If It's Love,Mark Knight,House,2020-03-27,https://www.youtube.com/watch?v=3lEQMCXXInA,2022-10-07,Heldeep Radio #303,,
Freak ft. Cari Golden,Freak,Camelphat,Tech House,2020-04-09,https://www.youtube.com/watch?v=s6P5DAgtP1w,2022-10-07,Heldeep Radio #303,,no album art
Comfort Me ft. MVRT,Comfort Me,BLR,Dance,2020-01-10,https://www.youtube.com/watch?v=sazZYPQ1yOA,2022-10-07,Heldeep Radio #291,,
Everything Cool,Everything Cool,Moti,Electronica,2020-01-10,https://www.youtube.com/watch?v=IW6KGUU-BJw,2022-10-07,Heldeep Radio #291,,
10% ft. Kali Uchis,BUBBA,Kaytranada,Trap,2019-12-09,https://www.youtube.com/watch?v=8yWm2LcPZ4U,2022-10-07,Heldeep Radio #291,,
Happy New Year ft. Love Harder,Happy New Year,Ricky Retro,Future House,2019-12-18,https://www.youtube.com/watch?v=es8PThg6MBg,2022-10-07,Heldeep Radio #291,,
Not So Bad ft. Emie,Not So Bad,Yves V & Ilkay Sencan,Dance,2020-01-03,https://www.youtube.com/watch?v=W-xngyumxw0,2022-10-07,Heldeep Radio #291,,
The G.O.A.T.,The G.O.A.T.,Oliver Heldens & Mesto,Future House,2020-01-10,https://www.youtube.com/watch?v=OF-VOT4fzio,2022-10-07,Heldeep Radio #291,,
Soul Fifty,Soul Fifty,Chocolate Puma & Firebeatz,Tech House,2020-01-10,https://www.youtube.com/watch?v=087HS3hfL3M,2022-10-07,Heldeep Radio #291,,
Dancing With You,Dancing With You,Afsheen,Dance,2019-12-20,https://www.youtube.com/watch?v=kSVRddFgXqo,2022-10-07,Heldeep Radio #291,,
Lokomotif,Wanna Go Bang,Hi-Lo,Driving Techno,2022-10-07,https://www.youtube.com/watch?v=E_vXt4dZgHM,2022-10-07,Youtube,,
Take Me High,Take Me High,Marten Hørger,Bass House,2020-08-21,https://www.youtube.com/watch?v=n849utvykkw,2022-10-07,DJ Club,,
Satisfaction,Satisfaction,David Guetta & Benny Benassi,Electro House,2022-08-12,https://www.youtube.com/watch?v=Sb0PtQU61LU,2022-10-07,DJ Club,,
San Frandisco,San Frandisco,Dom Dolla,Tech House,2019-09-20,https://www.youtube.com/watch?v=VFQ87_g41ZA,2022-10-07,DJ Club,,
San Frandisco (Walker & Royce Remix),San Frandisco,Dom Dolla,Tech House,2019-11-01,https://www.youtube.com/watch?v=DkRIO0ldwcI,2022-10-07,DJ Club,,
Coma Cat (Purple Disco Machine Re-Work),Coma Cat,Tensnake,Disco,2022-09-30,https://www.youtube.com/watch?v=EHCMgwKyL-s,2022-10-10,Heldeep Radio #433,,
Immersion,Immersion,Alar & Yes No Maybe,Deep House,2017-06-13,https://www.youtube.com/watch?v=1-D0uWv8b8g,2022-10-10,Heldeep Radio #433,,no album art
Voodoo,Perfect Mistakes,Tinlicker & Ben Böhmer,Melodic House,2022-10-04,https://www.youtube.com/watch?v=0leLZgSxj2I,2022-10-10,Heldeep Radio #433,,no album art
Little Treasure (Contour 3),Little Treasure,Booka Shade,Melodic House,2022-09-30,https://www.youtube.com/watch?v=ABzCB62ntB4,2022-10-10,Heldeep Radio #433,,
Atlas (Shall Ocin & Artbat Remix),Atlas,Marc Romboy & Stephan Bodzin,Melodic House,2022-09-30,https://www.youtube.com/watch?v=o2HkjYKxlA4,2022-10-10,Heldeep Radio #433,,no album art
2 Things,2 Things,Don Diablo,Bass House,2022-09-30,https://www.youtube.com/watch?v=JWQei8WPb4w,2022-10-10,Heldeep Radio #433,,
Hung Up ft. Maria Mathea (Night Version),Hung Up,Ørjan Nilsen & Tasadi,Tech House,2022-10-14,https://www.youtube.com/watch?v=wIDDtUDSGVM,2022-10-10,Heldeep Radio #434,,no album art
Funk Emotion,Funk Emotion,Wh0 & Folkness,Funky House,2022-09-30,https://www.youtube.com/watch?v=YqpDqlX3O_Q,2022-10-10,Heldeep Radio #433,,
Miracle Maker ft. Clementine Douglas,Miracle Maker,Dom Dolla,Tech House,2022-07-15,https://www.youtube.com/watch?v=e7HyuhQPMy4,2022-10-10,Grant,,
Meet Her At The Loveparade,Meet Her At The Loveparade,Da Hool,Trance,1997-06-30,https://www.youtube.com/watch?v=96kh3iACcK0,2022-10-10,Grant,,no album art
Power To The People,Power To The People,LEON (Italy) & Shaf Huse,House,2018-05-18,https://www.youtube.com/watch?v=Mz4gJT-OqqY,2022-10-11,Youtube,,no album art
I Don't Want You,I Don't Want You,Riton & Raye,Dance,2021-09-03,https://www.youtube.com/watch?v=jm83Mo983rI,2022-10-11,Heldeep Radio #378,,
Another Chance,Another Chance,Roger Sanchez & Oliver Heldens,Dance,2021-09-10,https://www.youtube.com/watch?v=Bj_qd2EWthY,2022-10-11,Heldeep Radio #378,,
Savage and Beyond (Rebūke Remix),Re:Generate,E-Dancer & Kevin Saunderson,Techno,2021-10-01,https://www.youtube.com/watch?v=02i2cUIhB8M,2022-10-11,Heldeep Radio #378,,
Chord Rave,Chord Rave,Reinier Zonneveld,Techno,2021-09-03,https://www.youtube.com/watch?v=LfKnq-nNonY,2022-10-11,Heldeep Radio #378,,
Bust It,Bust It,Henry Fong & FOMO,Speed House,2021-07-02,https://www.youtube.com/watch?v=pocH6u4huRw,2022-10-12,Youtube,,
Higher,Galaxy EP,Franky Nuts,Dub Step,2022-01-14,https://www.youtube.com/watch?v=LM8om3PDgD8,2022-10-12,Youtube,,
System Failure,System Failure,Kompany & Soltan,Dub Step,2022-02-18,https://www.youtube.com/watch?v=Qr7s-bmY_wA,2022-10-12,Youtube,,
Justice,"Never Say Die, Vol. 6",Kompany,Dub Step,2018-12-14,https://www.youtube.com/watch?v=Uc3hRKz_E34,2022-10-12,Youtube,,no album art
Drop It,Drop It,Sharps & Jiqui,Dub Step,2020-02-17,https://www.youtube.com/watch?v=pJmvcGUC9Rg,2022-10-12,Youtube,,no album art
Break,Dark Matter,Blvk Sheep,Dub Step,2020-02-11,https://www.youtube.com/watch?v=FLBolxTV5Lk,2022-10-12,Youtube,,
All Night Long,All Night Long,Slushii & Holly,Future House,2020-03-11,https://www.youtube.com/watch?v=clJvvUGpalU,2022-10-12,Youtube,,
Dashstar,Dashstar,Knock2,Bass House,2022-07-29,https://www.youtube.com/watch?v=V3XBfr56CpU,2022-10-12,Youtube,,
Dashstar (Klaxx Edit),Dashstar,Knock2,Dub Step,2022-02-01,,2022-10-12,Festival,Only on soundcloud,
Kryptonite (Dr. Fresch and Tendra Remix),"Got Purp?, Vol 2",Big Boi,Tech House,2014-11-04,https://www.youtube.com/watch?v=t6ExgLh-ND0,2022-10-12,Youtube,,
Heaven,Heaven,Marsh,Melodic House,2021-06-29,https://www.youtube.com/watch?v=NSnpLx4_ZsY,2022-10-16,Heldeep Radio #434,,
B2B,B2B,James Hype & Tita Lau,Tech House,2022-10-14,https://www.youtube.com/watch?v=4Ho-RtIEvho,2022-10-16,Heldeep Radio #434,,
Magic Me (Camelphat Remix),Magic Me,ELDON,Melodic House,2022-10-07,https://www.youtube.com/watch?v=RrWnzxWb4ts,2022-10-16,Heldeep Radio #434,,
In The Morning (Helsloot Remix),In The Morning,Fritz Kalkbrenner,Melodic House,2022-10-07,https://www.youtube.com/watch?v=WRykpFZmz_I,2022-10-16,Heldeep Radio #434,,
That Feeling ft. Karen Harding,Without U,Biscits,Melodic House,2022-10-07,https://www.youtube.com/watch?v=EW673k_d3FA,2022-10-16,Heldeep Radio #434,,
Good Life ft. Emie,Good Life,Hayden James,Dance,2022-10-08,https://www.youtube.com/watch?v=_KZJBvUHjYE,2022-10-16,Heldeep Radio #434,,
Deep In Your Heart,,CID,Tech House,2022-10-21,,2022-10-16,Heldeep Radio #434,,
let me know,let me know,"Warner Case, Vin Damato, Just Because",Tech House,2022-10-07,https://www.youtube.com/watch?v=2J7RbEAkKKk,2022-10-16,Heldeep Radio #434,,no album art
My Life ft. Joe Killington,My Life,"Wh0, Armand van Helden",Dance,2022-10-07,https://www.youtube.com/watch?v=K7KPWsYO3t0,2022-10-16,Heldeep Radio #434,,no album art
It's Ours ft. Idris Elba,It's Ours,ARTBAT & David Guetta,Melodic House,2022-10-14,https://www.youtube.com/watch?v=qVst2EhMusU,2022-10-16,Heldeep Radio #434,,no album art
Pura Vida,Pura Vida,Victor Ruiz,Techno,2022-10-14,https://www.youtube.com/watch?v=Kl5b73Vp4QE,2022-10-16,Heldeep Radio #434,,
Resonate,Resonate,Lilly Palmer,Driving Techno,2022-10-28,,2022-10-16,Heldeep Radio #434,,
Ultimate Feeling,Resonate,Lilly Palmer,Driving Techno,2022-10-28,,2022-10-16,Heldeep Radio #434,,
Resistance,We Control,Lilly Palmer,Driving Techo,2022-08-04,,2022-10-17,Youtube,,
Let's Go Dancing,Let's Go Dancing,Tiga & Audion,Dance,2013-01-01,https://www.youtube.com/watch?v=vnq61690yl4,2022-10-17,James Hype Stream,,
Dancing,Dancing,James Hype,Driving Techno,2021-10-08,https://www.youtube.com/watch?v=DdVX1QtZSZU,2022-10-17,James Hype Stream,,
Like Before,Like Before,Jauz & Habstrakt,Bass House,2022-06-04,https://www.youtube.com/watch?v=Z9_dAU4Wc7A,2022-10-17,James Hype Stream,,
Whoopty (James Hype VIP),Alok at EDC 2022,CJ,Bass House,2021-02-05,https://www.youtube.com/watch?v=oO-7XySEAnk,2022-10-17,James Hype Stream,,no album art
Bad For Me ft. Sizzy Rocket,Bad For Me,CID,Future House,2018-03-16,https://www.youtube.com/watch?v=cLCy2xpTfNg,2022-10-17,Youtube,,
On My Knees,Surrender,Rüfüs Du Sol,Dance,2021-09-13,https://www.youtube.com/watch?v=y7fudcFIlZs,2022-10-17,Youtube,,
The Sequel,The Sequel,Tita Lau,Tech House,2021-02-19,youtube.com/watch?v=5UfuA08g-QI,2022-10-20,Youtube,,
My Humps,My Humps,Joshwa & Lee Foss,Tech House,2021-10-29,https://www.youtube.com/watch?v=wNaqfbiz-48,2022-10-20,Youtube,,
I Was Made For Lovin' You (Silque and De Hofnar Edit),I Was Made For Lovin' You,Oliver Heldens,Bass House,2022-05-22,https://www.youtube.com/watch?v=bX_UH5FLOwQ,2022-10-20,Youtube,,"missing album name, needs to be reprocessed"
I Got Summer On My Mind (Elli Eli Remix),I Got Summer On My Mind,Jay Dunham,Dance,2022-10-09,https://www.youtube.com/watch?v=lsxbkTZIlyA,2022-10-20,Youtube,,
Ladbroke Grove (James Hype VIP),Aj Tracey (Deluxe),AJ Tracey,Bass House,2019-09-03,https://www.youtube.com/watch?v=mxz9g1bfCWw,2022-10-20,Youtube,,
After Life ft. Stacy Barthe,After Life,Tchami,Future House,2015-03-17,https://www.youtube.com/watch?v=EFS3T321VUY,2022-10-20,Youtube,,
My Love ft. Jess Glynne,My Love,Route 94,Deep House,2014-02-28,https://www.youtube.com/watch?v=T37mD4GZiEs,2022-10-21,Youtube,,
Rapture (Anto Remix),Rapture,Koffee,Dance,2019-05-31,https://www.youtube.com/watch?v=4eju8xodKLA,2022-10-21,Youtube,,
I Got 5 On It (Samuel K Remix),Operation Stackola,Luniz,Deep House,2016-03-17,https://www.youtube.com/watch?v=4s-cqAnH2As,2022-10-21,Youtube,,
Piece of Your Heart ft. Goodboys,Piece of Your Heart,Meduza,Dance,2019-06-07,https://www.youtube.com/watch?v=vgQvdIyjJ5I,2022-10-21,Youtube,,
Miss Independent (Dylan Fox Remix),Year of the Gentleman,Ne-Yo,Bass House,2020-11-01,https://www.youtube.com/watch?v=6qoeEtsB1cU,2022-10-21,Youtube,,
Spectrum (Lewis Roper Remix),Ceremonials,Florence & The Machine,Bass House,2018-03-07,https://www.youtube.com/watch?v=1pHIA8fXPGQ,2022-10-21,Youtube,,no album art
Smile ft. Elderbrook (The Magician Remix),Smile,Gorgon City,Deep House,2016-11-06,https://www.youtube.com/watch?v=RJYZq7Y8MbM,2022-10-22,Youtube,,
Smile ft. Elderbrook (Walker & Royce Remix),Smile,Gorgon City,Tech House,2016-10-14,https://www.youtube.com/watch?v=SZbuj3l0UEk,2022-10-22,Youtube,,
Dreams,Olympia,"Gorgon City, Jem Cooke",Dance,2021-06-25,https://www.youtube.com/watch?v=xRgh25Hft9E,2022-10-22,Youtube,,no album art
Feels So Right (Whitenoize Remix),Feels So Right,Solution,House,2013-11-25,https://www.youtube.com/watch?v=kD9K4dttRwY,2022-10-22,Youtube,,
Sensation,Sensation,Leftwing : Kody,House,2022-06-17,https://www.youtube.com/watch?v=Dm7fGQ_QxAY,2022-10-22,Youtube,,no album art
Just Live It,Just Live It,Jacq (UK) & Laura Davie,Tech House,2022-10-14,https://www.youtube.com/watch?v=ew2VjYoC5us,2022-10-28,Heldeep Radio #435,,
Bocat (Michael Bibi Remix),Bocat,Guy Gerber,Tech House,2022-09-23,https://www.youtube.com/watch?v=EXzTprWjZJY,2022-10-28,Heldeep Radio #435,,
Market,Market,Lucati,Tech House,2022-10-21,https://www.youtube.com/watch?v=Qtm26qL6Vsw,2022-10-28,Heldeep Radio #435,,
Smack Yo',Smack Yo',Beltran,Tech House,2022-09-30,https://www.youtube.com/watch?v=b8Qb0qwSaM0,2022-10-28,Heldeep Radio #435,,
Feed My Hunger (No Shade) (Club Mix),Feed My Hunger,Catz 'n Dogz & Myst Milano,Tech House,2022-10-14,https://www.youtube.com/watch?v=b8Qb0qwSaM0,2022-10-28,Heldeep Radio #435,,no album art
MAMI (AC Slater Remix),Mami,Chris Lorenzo & COBRAH,Bass House,2022-10-14,https://www.youtube.com/watch?v=GEvkXKHurxI,2022-10-28,Heldeep Radio #435,,
Alive ft. The Moth & The Flame,Alive,Kx5 & deadmau5 & Kaskade,Melodic House,2022-10-11,https://www.youtube.com/watch?v=Olbt3yo7ZFk,2022-10-28,Heldeep Radio #435,,no album art
Looking At Your Pager (Chris Lake Remix),,KH,,,,2022-10-28,Heldeep Radio #435,unreleased,
1999,1999,Aevion,House,2022-10-21,https://www.youtube.com/watch?v=jce9TIk7tJE,2022-10-28,Heldeep Radio #435,,
The Reason,The Reason,Kyle Watson,Tech House,2022-10-28,https://www.youtube.com/watch?v=oeA7SbDiCSk,2022-10-28,Heldeep Radio #435,,
Rendezvous ft. Marlo Rex,Rendezvous,KREAM,Dance,2022-10-21,https://www.youtube.com/watch?v=bFbczQ2zblU,2022-10-28,Heldeep Radio #435,,
A Drug From God (Rebūke Remix),A Drug From God,Chris Lake & NPC,Driving Techno,2022-10-28,https://www.youtube.com/watch?v=SpOUGeJoAF0,2022-10-28,Heldeep Radio #435,,
It Happened Just Once (Modeā Remix),It Happened Just Once,Buridan,Driving Techno,2022-11-11,,2022-10-28,Heldeep Radio #435,unreleased,
First Time In Space,Resonate,Lilly Palmer,Driving Techno,2022-10-28,https://www.youtube.com/watch?v=YDt9tUf9ZeU,2022-10-29,Heldeep Radio #436,,
Rio Blast (#onlybombs Remix),Rio Blast,T78 & V-Mas,Driving Techno,2022-10-17,https://www.youtube.com/watch?v=5Hk5S_E_oH8,2022-10-29,Heldeep Radio #436,,no album art
Godd (T78 Remix),Godd,Marco V,Driving Techno,2022-09-30,https://www.youtube.com/watch?v=LNfLUhDc1jc,2022-10-29,Heldeep Radio #436,,
Astronaut,Astronaut,Jay Lumen,Techno,2018-04-20,https://www.youtube.com/watch?v=1F13VlVUy24,2022-10-29,Heldeep Radio #436,,
Transmission (Joris Voorn Remix),Transmission,Eelke Kleijn,Melodic House,2022-10-28,https://www.youtube.com/watch?v=em-BbFPxDCs,2022-10-29,Heldeep Radio #436,,no album art
Techno Tennis,Groove Fm,Kryder & Tom Staar,Tech House,2022-10-21,https://www.youtube.com/watch?v=MuxrX7dCyrU,2022-10-29,Heldeep Radio #436,,no album art
Sidewindah ft. Flirta D,Sidewindah,Gorgon City,Tech House,2022-10-21,https://www.youtube.com/watch?v=civ9MKSDwoc,2022-10-29,Heldeep Radio #436,,
Seeing In Color,See In Color,Wax Motif & 220 KID,House,2022-11-04,https://www.youtube.com/watch?v=NwrBEH0HzJQ,2023-01-11,,,
Turn On The Lights again.. ft. Future,Turn On The Lights,Fred again.. & Swedish House Mafia,,2022-07-29,https://www.youtube.com/watch?v=SHW2EVTYkA0,2023-01-11,,,
Turn On The Lights again.. ft. Future (Solomun Remix),Turn On The Lights,Fred again.. & Swedish House Mafia,Melodic House,2022-09-12,https://www.youtube.com/watch?v=BVHRFdKTMqI,2023-01-11,,,
You Know It's Time,You Know It's Time,Chapter & Verse,House,2022-02-18,https://www.youtube.com/watch?v=mINWHh6m9XM,2023-01-11,,,
Dirty Lagoon,Dirty Lagoon,Adam Beyer,Driving Techno,2022-03-11,https://www.youtube.com/watch?v=IkU0Bg6-37o,2023-01-11,,,
Hell,Hell,Malaa & Koos,Bass House,2022-09-02,https://www.youtube.com/watch?v=8B0Ia-x7MFk,2023-01-11,,,
Techno Cat,Techno Cat,SKIY,Driving Techno,2022-11-04,,2023-01-11,,,
Techno Cat,Techno Cat,Tom Wilson,Driving Techno,1995-10-01,https://www.youtube.com/watch?v=--Zslv-yHbQ,2023-01-11,,,
Playground (MEDUZA Remix),Arcane League of Legends,Bea Miller,Hip Hop,2022-11-18,https://www.youtube.com/watch?v=m7rZRNw-ics,2023-01-11,Heldeep Radio #440,,no album art
Fool ft. Betty Bloom,Fool,"Mr. Belt & Wezol, Millean",Melodic House,2022-11-28,https://www.youtube.com/watch?v=O8kRnHxZ_7g,2023-01-11,Heldeep Radio #440,,no album art
A Gentleman In Paris,A Gentleman In Paris,JADED,House,2022-11-18,https://www.youtube.com/watch?v=tg_SwTCynjk,2023-01-11,Heldeep Radio #440,,
Feelin Me,Feelin Me,PBH & JACK,House,2022-11-18,https://www.youtube.com/watch?v=OqFGgJDvw6o,2023-01-11,Heldeep Radio #440,,
Lights Out,Lights Out,Kryder & Sarah De Warren,House,2022-11-25,https://www.youtube.com/watch?v=lKRoUrvw7p4,2023-01-11,Heldeep Radio #440,,no album art
Waste My Time,Waste My Time,MorganJ & Alessia Labate,House,2022-11-25,https://www.youtube.com/watch?v=cVius6asP0E,2023-01-11,Heldeep Radio #440,,no album art
Silver Screen,Silver Screen,Space Motion,House,2022-11-11,https://www.youtube.com/watch?v=QibIf73uFEw,2023-01-11,Heldeep Radio #440,,
Formulate,Formulate,Franky Wah,House,2022-11-18,https://www.youtube.com/watch?v=Ai9i2Eyo0MI,2023-01-11,Heldeep Radio #440,,
Rabbit Hole,Rabbit Hole,Layton Giordani & Hi-Lo,Driving Techno,2022-11-18,https://www.youtube.com/watch?v=BqPcrviKi5Q,2023-01-11,Heldeep Radio #441,,no album art
In From The Night (PAS Edit),In From The Night,Planetary Assault Systems,Driving Techno,2022-11-25,https://www.youtube.com/watch?v=TIlCx2ZMvh8,2023-01-11,Heldeep Radio #441,,
Hypnos vs Draft Punk Technologic vs S-Man Dangerous Thoughts,,Hi-Lo,Driving Techno,,,2023-01-11,Heldeep Radio #393,,
Balearic Mornings Vs Rihanna Please Don't Stop The Music,,Hi-Lo & Reinier Zonneveld,Driving Techno,,,2023-01-11,Heldeep Radio #393,,
String Theory,String Theory,Hi-Lo & Reinier Zonneveld,Driving Techno,2022-12-24,https://www.youtube.com/watch?v=aSJi-SLaxLY,2023-01-11,Heldeep Radio #393,,no album art
Whisper Cell,Celestia,Durante & Hana,Melodic House,2021-05-07,https://www.youtube.com/watch?v=yoI4eW808hY,2023-01-11,Heldeep Radio #393,,
Captain Nemo,Captain Nemo,Boris Brejcha,Melodic House,2022-12-02,https://www.youtube.com/watch?v=1eh-J4dNIH8,2023-01-11,Heldeep Radio #442,,
Ain't Nobody,Ain't Nobody,Franky Rizardo,House,2022-10-28,https://www.youtube.com/watch?v=Hv4mYWK1UuM,2023-01-11,Heldeep Radio #442,,
Kysh,Kysh,Oliver Schories,Melodic House,,https://www.youtube.com/watch?v=tj7WyTVesBs,2023-01-11,Heldeep Radio #442,,
Rollende Technodingen (Radio Edit),Rollende Technodingen,Egbert,Driving Techno,2022-12-02,https://www.youtube.com/watch?v=qhwwnHEERrw,2023-01-11,Heldeep Radio #442,,
Drugs From Amsterdam,Drugs From Amsterdam,Mau P,House,2022-09-16,https://www.youtube.com/watch?v=lOtl4W_ZCu4,2023-01-11,Remix on Heldeep Radio #442,,
Drugs From Amsterdam (Reinier Zonneveld Remix),Drugs From Amsterdam (Reinier Zonneveld Remix),Mau P,Driving Techno,2022-12-09,https://www.youtube.com/watch?v=Ph3OQZMOUNA,2023-01-11,Heldeep Radio #442,,
Bangin' All Night,Groove Fm,Tom Staar & Kryder,Bass House,2022-12-16,https://www.youtube.com/watch?v=o4RfP2l2SBw,2023-01-11,Heldeep Radio #443,,
Higher Than You,Higher Than You,J. Worra,Funky House,2022-12-09,https://www.youtube.com/watch?v=p3o7WlPR1ik,2023-01-11,Heldeep Radio #443,,
Need Me Right,Need Me Right,Anabel Englund,House,2022-12-09,https://www.youtube.com/watch?v=-D6yw6qfSIk,2023-01-11,Heldeep Radio #443,,
Lipstick ft. Robbie Rise,Lipstick,BLR,House,2022-12-09,https://www.youtube.com/watch?v=fgpA4KGUfXg,2023-01-11,Heldeep Radio #443,,
B.O.T.A. (Justus Edit),B.O.T.A.,Eliza Rose,House,2022-08-12,https://www.youtube.com/watch?v=KtGFByAJRQQ,2023-01-11,Heldeep Radio #443,,
Consciousness,Consciousness,Anyma & Chris Avantgarde,Deep House,2022-05-18,https://www.youtube.com/watch?v=MpbZDxx44qE,2023-01-12,,,
Consciousness (Eric Prydz Remix),Consciousness,Anyma & Chris Avantgarde,Deep House,2022-08-17,https://www.youtube.com/watch?v=lqX8qRahbmM,2023-01-12,Heldeep Radio 2022 Mix,,
New Gold ft. Tame Impala & Bootie Brown (Dom Dolla Remix),New Gold,Gorillaz,Tech House,2022-11-18,https://www.youtube.com/watch?v=DkXUaKKWWwg,2023-01-12,Heldeep Radio 2022 Mix,,
Left To Right,Left To Right,Odd Mob,Bass House,2022-08-12,https://www.youtube.com/watch?v=yhOQbbBClw4,2023-01-12,Heldeep Radio 2022 Mix,,
I'm Good (Blue) (Oliver Heldens Remix),I'm Good,David Guetta & Bebe Rexha,Dance,2022-10-27,https://www.youtube.com/watch?v=-i3LPumxpv0,2023-01-12,Heldeep Radio 2022 Mix,,
Say Nothing ft. MAY-A (Tchami Remix),Say Nothing,Flume,Dance,2022-03-18,https://www.youtube.com/watch?v=sOwj-HgVrL4,2023-01-12,Heldeep Radio 2022 Mix,,
Escape ft. Hayla,Escape,Kx5 & deadmau5 & Kaskade,Dance,2022-03-11,https://www.youtube.com/watch?v=HuM8eQNPTOs,2023-01-12,Heldeep Radio 2022 Mix,,
Don't Forget My Love,Diplo,Diplo & Miguel,Dance,2022-07-08,https://www.youtube.com/watch?v=LRDZCshjgNw,2023-01-12,Heldeep Radio 2022 Mix,,
MAMI,Mami,Chris Lorenzo & COBRAH,Bass House,2022-10-14,https://www.youtube.com/watch?v=qQqL7Rbpo0o,2023-01-12,Heldeep Radio 2022 Mix,,
Storm 2022 ,Storm 2022 ,Rebūke & Storm,Driving Techno,2022-02-25,https://www.youtube.com/watch?v=gBxGhnqqHXA,2023-01-12,Heldeep Radio 2022 Mix,,
The Last Goodbye ft. Bettye Layette,The Last Goodbye,ODESZA,House,2022-02-08,https://www.youtube.com/watch?v=iLKoiq6Su-8,2023-01-12,,,
The Last Goodbye ft. Bettye Layette (Eli & Fur Remix),The Last Goodbye,ODESZA,House,2022-09-20,https://www.youtube.com/watch?v=mmYMdXXhves,2023-01-12,Heldeep Radio #432,,
Stop Wasting Time,Stop Wasting Time,Nora En Pure,Dance,2022-09-23,https://www.youtube.com/watch?v=D4q7t4hjDc4,2023-01-12,Heldeep Radio #432,,
Like You Do,Like You Do,D.O.D. & Raphaella,House,2022-09-30,https://www.youtube.com/watch?v=kh0dsONLPZQ,2023-01-12,Heldeep Radio #432,,
Hold Tight ft. Darla Jade,Hold Tight,BLONDISH & Nico De Andrea,Dance,2022-04-29,https://www.youtube.com/watch?v=mwPwBO_siys,2023-01-12,,,
Hold Tight ft. Darla Jade (Dombresky Remix),Hold Tight,BLONDISH & Nico De Andrea,Dance,2022-09-30,https://www.youtube.com/watch?v=6Er0zKBL1jc,2023-01-12,Heldeep Radio #432,,
Just Over,Growth,Yotto,Dance,2023-02-02,https://www.youtube.com/watch?v=Rex9ilsNj4Q,2023-01-17,Heldeep Radio #446,,
I Love Me,Love Is Love,Ten City & Wh0,House,2023-02-17,https://www.youtube.com/watch?v=G1Zomb8rrWQ,2023-01-17,Heldeep Radio #446,,
Work With My Love,Work With My Love,Alok & James Arthur,Dance,2023-01-13,https://www.youtube.com/watch?v=04HCtMZhbjA,2023-01-17,Heldeep Radio #446,,
Rewind Reverse,Rewind Reverse,Mike Cervello & Curbi,House,2023-01-27,https://www.youtube.com/watch?v=HVUOYqVCsMA,2023-01-17,Heldeep Radio #446,,
The Sign (Danny Avila Remix),The Sign,Anyma & Camelphat,Techno,2023-01-01,https://www.youtube.com/watch?v=HgMdzesmTaU,2023-01-17,Heldeep Radio #446,,
Inertia,Premonition,Wehbba,Techno,2023-01-13,https://www.youtube.com/watch?v=qilBipiN52w,2023-01-17,Heldeep Radio #446,,
The Age Of Love (Charlotte de Witte & Enrico Sengiuliano Remix) (Will Sparks Edit),Tomorrowland 2022,Age Of Love,Techno,2022-07-16,https://www.youtube.com/watch?v=Z0gnUAcgUzg,2023-01-17,Heldeep Radio #446,,
Hear The Sound,Rf1,Franck,Driving Techno,2022-11-11,https://www.youtube.com/watch?v=ojZ8B_Qk800,2023-01-17,Heldeep Radio #446,,
Tantrum ,Tantrum ,Nora En Pure,Dance,2022-10-01,https://www.youtube.com/watch?v=_wTAeWsH-WY,2023-01-18,Heldeep Radio #381,,
The Music (Kideko Remix),The Music,Kideko & Saffron Stone,House,2022-10-01,https://www.youtube.com/watch?v=4oe1oIBSXO0,2023-01-18,Heldeep Radio #381,,
Maybe I Should ft. Rachel Siegel,Maybe I Should,Munnday & Roars,House,2022-10-01,https://www.youtube.com/watch?v=kL59yJAWVv8,2023-01-18,Heldeep Radio #381,,
Mindtwist (Metodi Hristov Remix),Mindtwist,Axis of Time & Nikolay Kirov,Dance,2022-10-08,https://www.youtube.com/watch?v=_Um_s9yD4lQ,2023-01-18,Heldeep Radio #381,,
Velocity Funk (Wehbba Remix),Re:Generate,E-Dancer & Kevin Saunderson,Techno,2021-10-01,https://www.youtube.com/watch?v=RiJ6SmiuEnQ,2023-01-18,Heldeep Radio #381,,
909090,Sarehouse Psyche,Timebandit,Techno,2022-11-05,https://www.youtube.com/watch?v=vVvDNwDLri0,2023-01-18,Heldeep Radio #381,,
Set Me Free,Set Me Free,D.O.D.,Dance,2023-01-06,https://www.youtube.com/watch?v=OpdhA1PuWRI,2023-01-19,Heldeep Radio #445,,
